	1wt_fbs1	2ko_fbs1	3wt_ink1	4ko_ink1	5wt_fbs2	6ko_fbs2	7wt_ink2	8ko_ink2	9wt_fbs3	10ko_fbs3	11wt_ink3	12ko_ink3
Cfh	3	21	2	6	4	20	4	3	3	24	4	12
Cfhr1	1	0	0	0	3	2	1	1	2	0	0	0
Cfhr2	0	2	0	0	0	0	0	0	0	0	0	0
Cfi	4	10	2	3	8	6	3	5	6	6	6	8
Cfl1	4118	12095	3774	8528	25778	17268	4322	9274	20364	19327	10461	13555
Cfl2	352	1133	377	697	1726	1242	368	729	1417	1520	784	1141
Cflar	425	541	526	646	1231	689	481	545	964	673	1030	975
Cfp	39	135	72	128	165	172	61	98	108	224	179	154
Cftr	1	34	0	10	2	34	0	7	8	33	2	11
Cga	2	1	0	0	5	4	0	0	4	0	4	0
Cggbp1	1748	3843	2383	2657	6479	4321	2468	2779	5026	5126	4807	4224
Cgn	373	1447	310	675	1206	1727	311	796	1019	1774	660	1181
Cgnl1	483	1401	297	1864	1671	1976	353	2189	1194	2102	743	3159
Cgref1	8	91	14	112	94	98	21	114	84	110	43	139
Cgrrf1	26	95	24	82	86	110	30	87	40	122	50	117
Ch25h	0	0	0	0	2	1	0	1	0	1	0	0
Chac1	18	41	8	47	151	43	15	41	543	61	19	80
Chac2	34	63	27	57	154	66	22	58	119	95	54	108
Chad	13	39	8	5	23	35	4	9	17	29	21	15
Chadl	8	13	7	34	16	21	13	23	8	22	22	40
Chaf1a	1077	2738	1088	2538	5065	3777	1202	2748	4003	4197	2692	4330
Chaf1b	705	1064	430	774	2515	1305	464	854	1822	1499	1049	1443
Champ1	759	2226	1165	2114	4647	2944	1272	2329	4026	3359	2512	3683
Chat	0	3	1	1	5	3	2	0	2	0	3	0
Chchd1	150	490	242	626	1119	682	231	661	802	778	451	1019
Chchd10	1031	1043	1056	2145	5295	1649	1494	2358	4406	1947	2404	3438
Chchd2	675	2051	727	1364	5338	2670	763	1331	4102	3167	1782	2294
Chchd3	531	901	390	678	2521	1249	437	753	2002	1381	859	1207
Chchd4	542	2364	288	1126	2266	3200	337	1177	1684	3853	714	1887
Chchd5	211	148	121	186	477	179	169	233	343	212	282	338
Chchd6	64	138	54	119	331	202	54	121	278	203	136	214
Chchd7	72	99	101	135	421	132	90	141	326	146	207	237
Chd1	2453	8062	2106	6220	10235	8997	1987	6348	8307	9944	4572	10061
Chd1l	501	600	433	621	1760	807	472	647	1453	893	1070	1049
Chd2	2397	2505	2400	3282	5464	3058	2343	3493	5087	3200	5384	5223
Chd3	1103	1496	1382	2024	2637	1889	1544	2564	2261	2286	4033	3875
Chd3os	123	103	66	115	170	96	75	116	137	126	179	198
Chd4	9647	16013	9156	14164	32536	21373	9935	16020	27341	23248	20509	23568
Chd5	218	184	168	397	315	237	239	442	373	268	365	654
Chd6	1751	3752	2016	4145	3396	4311	1655	4233	3092	4547	4151	6332
Chd7	1255	5767	2103	8042	5319	7764	2125	8822	5214	8782	4150	13802
Chd8	1971	7998	2799	6638	9760	10779	2789	7433	7436	12118	5995	11346
Chd9	2577	5756	3067	7910	6698	6876	2734	7504	5469	7081	6057	11129
Chdh	1	21	0	8	2	18	0	0	3	27	3	6
Chek1	870	1691	697	1140	2782	1964	661	1222	2173	2188	1416	2029
Chek2	569	745	409	621	2151	886	434	640	1556	1058	925	1003
Cherp	2688	2708	2380	2416	9059	3494	2621	2540	7286	4012	5579	3952
Chfr	772	1480	534	1285	2134	1919	627	1301	1651	2233	1304	1944
Chga	63	74	73	66	454	139	102	76	307	141	181	147
Chgb	3	8	0	2	6	5	4	1	8	6	8	7
Chia1	0	5	0	0	1	2	0	0	0	5	0	0
Chic1	570	765	524	651	1279	879	480	676	1116	942	1198	999
Chic2	288	517	258	503	704	568	245	459	535	715	526	714
Chid1	77	109	94	76	372	139	112	70	283	141	198	114
Chil1	9	37	5	4	25	43	3	3	16	54	5	4
Chil3	0	0	0	4	0	1	0	6	0	4	0	3
Chil4	0	2	0	1	0	2	0	3	0	0	0	1
Chil6	0	1	0	1	0	0	0	0	0	0	0	0
Chit1	0	9	0	2	1	4	1	3	2	13	2	3
Chka	393	752	650	1113	1762	845	678	1113	1350	1041	1693	1605
Chkb	7	8	3	9	21	10	10	13	15	9	9	20
ChkbCpt1b	0	0	0	0	0	0	0	0	0	0	0	0
Chl1	3	23	4	14	15	21	3	9	11	12	15	18
Chm	401	659	418	647	887	707	427	667	683	773	869	1051
Chml	260	441	362	416	888	420	316	398	774	439	625	681
Chmp1a	707	668	580	649	2839	949	744	730	1966	982	1279	987
Chmp1b	218	435	232	542	733	561	265	576	539	650	505	961
Chmp2a	231	653	278	506	921	885	299	680	769	1154	655	1079
Chmp2b	305	850	229	743	952	987	218	792	624	1085	426	1174
Chmp3	552	1429	535	1093	2607	1976	532	1154	1852	2188	1088	1800
Chmp4b	634	1761	524	1264	2639	2222	620	1300	2167	2649	1185	2040
Chmp4c	78	405	47	91	341	512	70	102	177	623	151	152
Chmp5	382	954	349	766	1628	1121	388	794	1179	1418	828	1230
Chmp6	224	647	171	459	828	811	217	515	590	893	349	756
Chmp7	598	952	572	962	1983	1332	713	1121	1521	1504	1288	1571
Chn1	141	418	133	292	515	537	132	293	402	553	313	484
Chn1os3	10	9	9	16	22	23	3	17	8	18	26	9
Chn2	13	37	10	20	53	43	6	19	47	53	17	44
Chodl	0	1	0	0	1	1	0	0	0	0	0	1
Chordc1	728	1661	836	1346	4992	1966	895	1421	3654	2256	1948	2222
Chp1	368	1000	198	542	1636	1275	217	517	1230	1455	426	834
Chp2	1	1	0	1	3	2	0	0	0	2	0	1
Chpf	290	1159	370	1099	1508	1707	483	1106	1106	1878	770	1722
Chpf2	193	371	186	499	337	396	156	480	269	421	266	678
Chpt1	95	340	59	184	253	296	87	196	191	409	170	394
Chrac1	119	248	125	309	584	339	148	285	450	385	304	432
Chrd	45	43	81	133	189	47	93	142	217	63	220	240
Chrdl1	6	27	0	3	4	36	0	4	2	32	1	14
Chrdl2	0	0	0	0	0	1	0	0	1	0	2	2
Chrm1	1	2	2	0	6	1	5	1	3	0	1	1
Chrm2	0	0	0	0	0	0	0	0	0	0	0	0
Chrm3	1	0	1	5	0	2	0	1	1	0	0	4
Chrm4	43	62	15	43	180	87	22	44	143	95	33	68
Chrm5	1	0	1	0	1	1	1	0	0	0	0	1
Chrna1	30	70	43	66	106	66	32	39	77	75	69	83
Chrna10	0	3	2	5	6	9	4	6	5	4	4	5
Chrna2	1	8	1	3	3	6	3	4	2	7	0	6
Chrna3	0	3	0	4	0	2	0	1	1	3	0	11
Chrna4	29	37	18	78	28	52	15	84	20	67	43	152
Chrna5	2	26	2	14	8	21	0	9	1	28	3	26
Chrna6	0	1	0	0	0	1	0	0	0	1	0	0
Chrna7	91	152	69	191	124	169	85	223	96	200	165	330
Chrna9	51	70	53	80	336	117	63	106	279	154	145	194
Chrnb1	16	28	28	49	61	45	37	41	64	48	67	72
Chrnb2	44	35	38	56	100	21	36	50	93	35	74	70
Chrnb3	0	0	1	0	0	2	0	1	0	2	0	0
Chrnb4	11	29	12	20	27	32	10	17	39	33	13	29
Chrnd	1	22	0	12	0	20	0	11	3	28	0	25
Chrne	0	2	1	2	2	4	0	1	1	3	3	5
Chrng	1	3	1	1	4	5	2	0	4	0	2	4
Chst1	19	199	6	139	82	240	2	144	44	257	1	191
Chst10	196	427	141	326	413	594	126	412	292	713	259	548
Chst11	34	247	44	225	103	327	46	230	91	404	63	440
Chst12	44	581	60	334	276	756	88	407	227	972	160	641
Chst13	0	2	0	3	0	1	0	0	0	4	0	1
Chst14	9	97	28	149	66	113	29	206	41	117	51	263
Chst15	18	273	33	199	160	264	42	212	135	334	55	303
Chst2	5	98	10	68	22	117	4	85	21	148	2	118
Chst3	20	42	104	35	154	60	64	37	155	68	202	57
Chst4	0	1	0	0	0	0	0	0	0	0	0	0
Chst5	7	15	14	11	71	19	24	22	42	19	35	24
Chst7	1	54	1	55	7	73	2	52	12	89	4	88
Chst8	7	91	16	27	26	106	18	34	26	139	32	53
Chst9	0	1	0	1	0	1	0	2	0	5	0	0
Chsy1	447	1465	474	1728	2049	1750	516	1841	1781	1966	1156	3078
Chsy3	2	28	0	33	2	36	2	30	6	61	1	46
Chtf18	585	631	789	909	2977	922	896	1116	2245	1002	1916	1779
Chtf8	1766	3293	1826	2770	6031	4594	2027	3100	4676	5136	3756	4484
Chtop	1425	3775	1574	3138	6744	4503	1807	3663	5173	5165	3376	5555
Chuk	801	1262	727	1144	3353	1564	674	1175	2616	1781	1527	1846
Churc1	132	365	99	221	612	503	105	228	537	631	231	379
Ciao1	398	788	359	725	1293	1033	437	796	1055	1132	740	1172
Ciapin1	827	1973	670	1533	4389	2618	835	1654	3115	3084	1655	2588
Ciart	128	96	72	97	239	144	62	130	299	165	136	184
Cib1	127	308	62	240	567	432	94	228	389	550	173	318
Cib2	0	27	1	18	17	26	0	8	7	32	6	25
Cib3	0	0	0	0	0	1	0	0	0	0	0	0
Cib4	0	0	0	1	0	1	0	0	0	0	0	0
Cic	1375	2878	1397	3224	5096	3889	1713	3786	3990	4259	3546	5370
Cidea	11	7	2	8	24	14	3	4	14	14	5	12
Cideb	7	12	5	1	17	11	5	5	23	9	4	2
Cidec	1	1	0	1	1	0	0	0	3	1	0	1
Ciita	5	27	7	22	2	13	0	27	7	21	8	50
Cilp	1	2	5	0	0	4	2	0	3	1	5	2
Cilp2	18	122	37	168	147	184	39	162	101	248	97	314
Cinp	207	786	203	521	1508	1147	242	531	1003	1193	490	777
Cipc	684	1150	713	1079	2539	1513	689	1126	2085	1684	1628	1646
Cir1	556	513	409	653	978	690	451	721	678	840	1128	1173
Cirbp	411	483	392	719	817	674	462	760	775	753	1077	1463
Cirh1a	1762	3269	1624	1859	9829	3940	1630	1954	7566	4856	3373	3233
Cisd1	290	827	154	653	1252	1115	211	690	914	1307	394	1108
Cisd2	557	557	497	994	1820	651	494	977	1349	777	1035	1550
Cisd3	155	253	157	180	923	395	169	201	712	460	354	329
Cish	44	155	50	140	184	204	42	139	159	279	102	183
Cit	1597	1954	1655	2698	2971	2255	1633	2880	2648	2336	3663	3829
Cited1	2	32	1	7	8	42	0	4	9	36	0	3
Cited2	457	2231	891	881	1714	2451	858	886	1598	3150	1859	1528
Cited4	3	32	3	40	31	52	3	47	28	54	23	42
Ciz1	522	252	356	574	701	355	470	631	520	377	794	938
CK137956	1	0	0	0	0	2	0	0	0	0	1	1
Ckap2	927	1895	1049	2250	4564	2163	972	2220	3491	2592	2071	3187
Ckap2l	883	1564	673	2076	2153	1814	738	2239	1783	2085	1382	3321
Ckap4	1001	1916	1382	2313	4129	2367	1623	2424	3302	2781	3020	3959
Ckap5	3393	8036	3430	9265	8588	9353	3360	9456	7709	10430	7051	13472
Ckb	957	5885	631	5505	3176	6651	698	6970	2523	8817	1859	10099
Cklf	52	74	77	79	144	82	62	102	99	81	152	126
Ckm	0	0	0	2	2	3	0	0	1	3	0	0
Ckmt1	29	80	28	128	72	120	14	137	41	146	31	198
Ckmt2	1	0	0	0	0	1	0	0	0	0	0	1
Cks1b	450	1553	452	1141	2941	2047	550	1200	2067	2528	1072	2093
Cks1brt	2	10	2	5	15	14	4	6	14	15	11	19
Cks2	564	1448	580	1377	2816	1724	587	1329	2056	2073	1113	2137
Clasp1	1408	2200	1506	2370	5200	2565	1510	2506	4504	2742	3266	3995
Clasp2	1404	1997	1120	2242	3430	2269	941	2232	2583	2408	2095	3290
Clasrp	434	604	435	610	1539	788	526	719	1212	889	1197	1087
Clca1	0	0	0	0	0	1	0	0	0	2	0	0
Clca2	0	1	0	1	1	1	0	0	1	0	0	1
Clca3a1	16	47	30	37	39	35	28	37	37	28	48	42
Clca3a2	0	5	1	1	1	0	0	0	1	2	3	3
Clca3b	6	37	12	23	27	31	9	23	24	49	28	35
Clca4a	9	32	21	8	33	39	18	13	21	32	36	18
Clca4b	0	6	0	4	6	12	6	3	7	13	5	4
Clca4c-ps	0	2	0	1	1	0	0	0	1	0	1	0
Clcc1	194	299	169	587	500	374	160	620	342	396	384	955
Clcf1	10	26	5	25	23	16	10	10	19	22	15	21
Clcf1-pold4	0	0	0	0	0	0	0	0	0	0	0	0
Clcn1	21	13	63	15	128	21	77	6	100	23	206	24
Clcn2	605	647	593	875	1935	947	579	992	1453	1084	1295	1507
Clcn3	1386	2196	1240	1784	3852	2603	1243	1891	3001	2923	2585	2832
Clcn4-2	85	403	115	264	392	460	116	248	308	558	213	359
Clcn5	253	725	58	361	355	770	60	418	449	899	165	454
Clcn6	643	562	441	896	735	789	480	962	581	832	853	1372
Clcn7	918	647	478	888	1103	824	507	882	881	902	1082	1212
Clcnka	1	9	0	0	11	4	0	5	8	7	3	3
Clcnkb	9	3	1	4	23	6	4	3	21	8	6	2
Cldn1	1	19	0	3	2	20	0	5	2	23	0	6
Cldn10	4	28	14	20	11	22	4	13	5	28	9	40
Cldn11	0	1	1	2	2	0	0	0	0	3	0	1
Cldn12	409	1085	256	704	1328	1121	279	716	1006	1214	484	1034
Cldn13	0	0	1	0	0	0	0	0	0	0	0	0
Cldn14	2	2	5	3	15	3	4	3	4	2	8	1
Cldn15	4	5	7	2	32	3	9	3	9	10	9	8
Cldn16	0	1	0	0	0	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	0	3	0	0	1	2	0	0	0	6	0	1
Cldn19	3	7	1	4	9	8	3	7	7	6	3	6
Cldn2	2	7	4	6	6	12	1	5	1	23	1	10
Cldn20	25	27	28	15	15	30	14	20	17	16	36	21
Cldn22	2	4	6	3	1	4	2	3	3	5	3	7
Cldn23	0	8	0	5	0	6	0	2	0	12	1	4
Cldn24	0	0	0	0	0	2	0	0	0	0	0	2
Cldn3	7	102	13	55	7	111	11	55	8	93	20	55
Cldn34a	0	0	0	0	0	1	0	0	0	3	0	0
Cldn34b1	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b3	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b4	0	7	0	1	0	0	0	0	0	8	1	2
Cldn34c1	11	19	12	0	29	17	9	3	16	23	7	4
Cldn34c4	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34d	0	0	0	0	0	0	0	0	0	0	0	1
Cldn34-ps	0	0	0	0	0	0	0	0	0	0	0	0
Cldn4	300	788	269	432	392	719	304	447	318	837	665	527
Cldn5	0	16	3	23	6	21	4	22	12	26	5	38
Cldn6	61	820	45	439	300	833	44	344	173	832	128	574
Cldn7	35	185	15	115	71	222	8	85	67	234	15	127
Cldn8	0	0	0	0	0	1	0	0	0	0	0	1
Cldn9	3	5	1	4	8	3	1	4	8	9	2	5
Cldnd1	206	634	183	483	828	793	198	520	655	1000	410	819
Cldnd2	1	1	1	1	2	1	0	3	0	3	1	1
Clec10a	0	0	0	0	0	0	0	0	0	0	0	0
Clec11a	10	14	10	37	25	17	10	31	20	23	25	55
Clec12a	0	0	1	0	0	0	0	0	0	2	0	0
Clec12b	0	0	0	0	0	0	0	0	0	0	0	0
Clec14a	0	4	2	1	0	7	1	1	1	3	0	3
Clec16a	200	557	246	578	652	723	230	604	496	689	513	869
Clec18a	0	0	0	1	0	0	0	1	0	0	0	0
Clec1a	0	0	0	1	0	2	0	0	0	1	0	0
Clec1b	0	0	1	0	0	1	0	1	0	0	0	0
Clec2d	3	6	8	12	7	15	12	15	3	9	19	11
Clec2e	0	1	0	1	1	1	0	1	1	1	0	0
Clec2f	1	1	0	0	3	2	1	1	0	1	0	1
Clec2g	1	6	3	6	5	4	2	1	5	5	4	3
Clec2h	0	10	0	2	1	5	0	2	0	4	0	2
Clec2i	0	4	0	4	2	3	0	2	0	14	1	2
Clec2l	4	12	2	10	13	16	2	13	9	27	4	18
Clec3a	0	0	0	0	0	0	0	0	0	0	0	0
Clec3b	2	2	1	0	10	9	2	4	11	5	7	1
Clec4a1	0	9	0	0	5	6	0	1	3	12	0	1
Clec4a2	2	4	2	3	3	3	1	1	3	1	0	4
Clec4a3	0	0	0	0	0	1	0	1	0	0	0	0
Clec4a4	0	0	0	0	0	1	0	0	0	0	0	0
Clec4b1	0	0	0	0	0	0	0	0	0	0	0	0
Clec4b2	0	0	0	0	0	0	0	0	0	0	0	0
Clec4d	0	0	0	0	0	0	0	0	0	1	0	0
Clec4e	0	0	0	0	0	2	0	0	0	1	0	0
Clec4f	0	0	0	0	0	0	0	0	0	0	0	0
Clec4g	0	2	0	1	2	0	1	0	0	0	0	1
Clec4n	0	0	0	0	0	0	0	0	0	0	0	0
Clec5a	0	1	0	0	1	2	0	1	0	1	0	0
Clec7a	0	0	0	0	0	0	0	0	0	0	0	0
Clec9a	0	0	0	0	1	0	0	0	0	1	0	0
Clgn	63	153	38	49	272	184	39	60	208	196	100	113
Clhc1	8	8	10	3	26	5	9	4	15	6	12	5
Clic1	424	762	274	694	740	932	260	770	572	1092	478	1087
Clic3	5	5	1	1	4	4	2	1	5	6	3	7
Clic4	1097	2683	624	1764	5441	3038	675	1765	4464	3626	1539	3078
Clic5	5	18	1	1	28	25	0	0	24	26	2	0
Clic6	7	53	5	21	31	66	11	21	20	91	20	34
Clint1	916	2610	905	1944	4162	3165	919	2024	3068	3554	1855	3392
Clip1	332	893	360	1100	1087	1105	375	1118	949	1193	748	1786
Clip2	47	438	39	310	285	550	61	316	214	549	85	510
Clip3	173	274	213	555	797	403	282	591	616	412	446	1067
Clip4	137	180	155	212	260	207	178	222	219	239	382	347
Clk1	2871	1950	2488	2294	4444	1907	2363	2294	3964	2396	4737	3341
Clk2	141	169	135	179	404	204	123	185	343	210	228	286
Clk2-scamp3	1	0	0	0	0	0	0	1	0	0	1	1
Clk3	382	389	317	504	1009	569	358	544	838	571	689	781
Clk4	672	548	593	666	1196	556	506	636	1015	709	1259	957
Clmn	83	190	71	162	151	190	65	150	134	273	148	307
Clmp	94	383	276	292	949	624	313	399	714	691	574	594
Cln3	241	326	107	296	370	385	136	296	290	495	288	452
Cln5	1154	528	500	587	1136	617	480	578	938	652	1138	827
Cln6	263	324	91	200	358	316	101	274	242	425	239	355
Cln8	298	1092	327	893	1016	1167	324	874	880	1412	631	1304
Clnk	2	17	8	9	23	30	5	13	30	24	9	11
Clns1a	980	2777	904	1901	6751	3598	938	1916	5418	4097	1951	3032
Clock	688	1570	568	976	1365	1578	495	902	1234	1608	1234	1417
Clp1	188	1466	256	888	1461	1821	243	996	1003	2068	501	1519
Clpb	465	1168	332	984	1874	1601	373	1170	1508	1858	778	1678
Clpp	301	794	261	639	1574	1237	322	726	1197	1494	696	1135
Clps	1	1	0	3	8	2	1	0	1	17	0	4
Clpsl2	0	0	0	0	0	1	0	0	0	0	0	0
Clptm1	883	1871	401	1456	2305	2417	509	1485	1789	2901	1166	2431
Clptm1l	288	1017	305	715	1674	1285	329	768	1125	1511	660	1070
Clpx	555	825	584	775	2142	971	600	889	1541	1196	1216	1352
Clrn1	1	9	1	4	4	16	1	2	5	9	1	5
Clrn2	0	0	0	0	0	0	0	0	0	0	0	0
Clrn3	0	0	0	0	0	0	0	0	0	0	0	0
Clspn	1041	1484	747	1404	3205	1812	837	1558	2798	2102	1747	2647
Clstn1	1120	3309	1129	2566	2882	4351	1368	2818	2405	4903	2649	4223
Clstn2	4	22	6	15	2	31	6	17	6	34	13	40
Clstn3	177	955	273	239	1413	1473	331	242	1012	1657	657	550
Clta	1174	1887	873	1611	5200	2655	1024	1747	4144	3051	1994	2770
Cltb	238	544	210	536	1789	728	203	690	1298	806	444	1069
Cltc	7423	16933	6906	10348	18811	19718	6701	10565	17160	22362	13410	15560
Clu	47	722	9	173	240	825	4	157	135	923	20	248
Cluap1	152	299	187	312	612	427	157	382	472	425	345	582
Cluh	1243	3510	1210	2319	7146	4844	1420	2574	5149	5292	2895	3888
Clvs1	0	0	0	0	0	1	0	0	0	2	0	4
Clvs2	27	107	22	67	61	101	15	42	36	127	20	59
Clybl	47	68	79	56	159	96	90	56	126	130	181	133
Cma1	0	0	0	0	0	0	0	0	0	0	0	0
Cma2	0	0	0	0	0	0	0	0	0	0	0	0
Cmah	9545	22656	8963	20982	52293	26394	8325	23511	37378	31719	20031	35786
Cmas	506	677	673	1162	2309	980	816	1279	1767	1167	1503	2224
Cmbl	7	11	5	2	7	5	2	3	10	9	2	4
Cmc1	59	187	45	119	222	259	61	154	162	313	116	251
Cmc2	72	152	99	181	441	231	102	188	373	291	210	279
Cmc4	12	32	13	35	50	34	14	31	27	46	22	56
Cmip	1291	1345	1342	1528	3608	1673	1374	1596	3272	2085	3099	2169
Cmklr1	24	44	33	10	260	52	48	25	196	68	68	43
Cml1	7	13	4	6	13	16	7	18	4	10	15	13
Cml2	0	11	0	4	4	18	1	0	5	15	1	2
Cml3	0	3	0	0	0	0	1	0	0	3	0	2
Cml5	0	0	0	0	0	1	0	0	0	0	0	0
Cmpk1	381	1111	296	621	2303	1321	300	616	1636	1584	674	934
Cmpk2	7	27	1	10	49	21	4	16	29	29	9	20
Cmss1	196	340	179	292	993	439	212	290	764	531	451	512
Cmtm1	0	0	2	0	0	2	0	0	0	0	0	0
Cmtm2a	2	1	3	5	7	2	4	3	2	1	8	5
Cmtm2b	0	2	1	1	1	2	0	1	1	4	2	1
Cmtm3	107	105	80	80	120	112	78	86	112	115	107	149
Cmtm4	1879	2271	1110	2052	4575	2647	1129	2070	3663	2913	2339	3152
Cmtm5	0	0	0	3	0	3	0	1	0	0	0	0
Cmtm6	724	1430	487	1036	2135	1650	491	1061	1635	1953	1140	1670
Cmtm7	261	434	179	344	805	540	187	388	702	654	406	588
Cmtm8	18	36	10	42	70	34	15	53	51	47	32	64
Cmtr1	28	47	21	53	77	56	23	52	77	58	57	75
Cmtr2	67	514	124	457	416	588	130	558	324	620	232	809
Cmya5	2	10	0	13	4	17	0	16	8	16	2	23
Cnbd2	26	20	10	26	21	18	11	22	20	17	21	29
Cnbp	3832	10245	3054	6706	22256	12930	3511	6925	17337	15847	7274	11939
Cndp1	0	1	0	1	3	1	0	0	0	1	1	0
Cndp2	905	1646	552	950	3129	2249	668	1238	2523	2651	1412	1679
Cnep1r1	343	599	359	399	1268	595	315	400	888	769	687	653
Cnfn	0	1	0	0	1	0	0	0	0	0	1	2
Cnga1	0	0	0	0	0	0	0	0	0	0	0	0
Cnga2	0	0	1	0	0	0	0	0	2	0	0	0
Cnga3	16	18	11	5	63	21	4	5	41	23	14	8
Cnga4	0	3	0	0	0	2	1	0	1	6	0	2
Cngb1	35	88	43	199	97	152	46	215	92	199	99	383
Cngb3	0	0	0	0	1	1	0	0	0	0	2	0
Cnih1	482	1169	300	951	1631	1309	333	936	1104	1421	570	1537
Cnih2	8	64	17	54	110	76	20	62	96	100	31	102
Cnih3	1	8	11	9	7	7	6	14	2	14	19	22
Cnih4	594	923	424	817	1564	1047	358	807	1203	1315	934	1346
Cnksr1	11	55	8	35	48	77	11	53	23	67	15	50
Cnksr2	19	91	29	36	60	65	27	23	52	84	55	52
Cnksr3	159	445	145	468	613	651	175	448	505	701	317	640
Cnn1	5	43	1	16	43	46	4	10	26	49	3	16
Cnn2	205	1387	377	2088	1207	2070	362	2227	738	2175	907	2788
Cnn3	3485	3910	2693	8296	8602	5174	3111	9008	7105	5880	5838	12384
Cnnm1	38	76	66	272	70	123	72	296	67	105	133	407
Cnnm2	621	385	517	959	1178	489	589	1004	1038	577	1136	1407
Cnnm3	620	1090	715	1288	1906	1369	772	1316	1533	1609	1537	1935
Cnnm4	123	454	115	300	618	547	156	291	485	624	220	437
Cnot1	9148	12442	9644	9755	31448	14303	9406	9807	26274	15776	19330	14462
Cnot10	818	1367	840	1205	3788	1733	862	1272	2924	1918	2003	1918
Cnot11	916	1684	794	1011	3447	1952	859	995	2766	2262	1775	1553
Cnot2	1147	2306	1115	2179	3690	2774	1044	2282	2842	2971	2237	3619
Cnot3	844	1549	931	1079	4014	1948	1021	1161	3330	2200	2108	1834
Cnot4	638	1748	848	1443	2092	1868	701	1456	1776	2025	1628	2314
Cnot6	1167	3100	1755	2458	5974	3292	1623	2570	4528	3784	3885	3951
Cnot6l	397	1469	338	863	1057	1521	296	883	870	1663	647	1326
Cnot7	931	1970	1112	1566	4110	2150	1165	1661	3060	2714	2317	2639
Cnot8	1498	1464	716	1688	2236	1778	758	1684	1655	2216	1409	2640
Cnp	67	436	76	174	317	604	74	187	261	679	171	348
Cnppd1	840	245	274	360	853	258	279	358	683	331	509	515
Cnpy1	77	75	534	524	797	86	577	564	673	101	1210	854
Cnpy2	284	554	323	687	1080	665	388	731	1114	826	749	1161
Cnpy3	245	359	175	309	960	457	307	344	755	547	539	556
Cnpy4	122	294	83	261	508	336	100	314	369	409	226	500
Cnr1	25	129	22	318	48	151	27	301	51	174	48	513
Cnr2	19	33	16	24	46	34	16	27	37	27	44	32
Cnrip1	4	10	5	4	8	9	3	5	7	13	6	10
Cnst	276	500	147	291	812	602	159	331	634	725	334	538
Cntd1	21	26	16	12	60	32	18	8	39	34	53	31
Cntf	2	19	1	7	11	14	2	3	5	16	4	23
Cntfr	234	183	424	651	1119	236	679	733	927	263	905	1241
Cntln	103	177	244	76	298	180	277	67	281	230	588	163
Cntn1	2	26	2	7	3	17	2	7	2	40	2	12
Cntn2	70	58	31	63	193	68	26	57	126	61	68	87
Cntn3	4	42	5	15	9	44	2	12	7	45	5	19
Cntn4	0	0	0	0	1	1	1	0	1	0	0	2
Cntn5	0	0	0	0	0	0	0	0	0	0	0	0
Cntn6	0	2	0	0	0	0	0	0	1	0	0	0
Cntnap1	5	42	10	32	15	42	16	50	17	34	21	92
Cntnap2	1	31	1	0	19	48	1	1	11	36	4	3
Cntnap3	2	5	0	1	2	2	0	0	6	1	1	0
Cntnap4	1	7	0	1	0	6	0	0	2	4	0	4
Cntnap5a	0	1	0	2	0	0	0	1	0	0	0	0
Cntnap5b	0	2	0	0	0	4	0	3	0	3	0	2
Cntnap5c	0	2	0	0	0	0	0	0	0	0	0	0
Cntrl	1039	1150	1181	1533	2653	1372	1171	1676	2048	1456	2588	2432
Cntrob	496	593	536	721	1261	770	628	809	1092	831	1350	1185
Coa3	115	526	130	383	628	669	150	413	513	815	341	698
Coa4	34	31	34	32	157	43	44	32	95	50	51	64
Coa5	1260	2300	809	1163	4760	2913	844	1216	3670	3451	1701	1880
Coa6	70	177	75	118	527	225	90	134	350	232	232	244
Coa7	229	838	233	934	1014	1156	235	1104	787	1407	584	1750
Coasy	155	739	160	714	518	990	193	832	350	1101	343	1196
Cobl	2771	886	5078	1711	7023	1100	5491	1850	6154	1219	10793	2572
Cobll1	39	213	59	107	89	237	41	115	109	232	98	170
Coch	35	161	39	51	110	265	21	55	118	476	83	91
Cog1	256	715	278	497	849	912	304	496	699	1047	622	800
Cog2	388	576	386	545	1511	791	430	594	1114	911	837	845
Cog3	601	862	477	734	1643	962	514	793	1296	1126	1003	1166
Cog4	783	1067	770	859	2735	1418	875	994	2253	1778	1585	1581
Cog5	296	512	306	489	908	637	255	550	728	626	587	759
Cog6	199	393	215	352	738	510	228	440	545	613	479	688
Cog7	322	521	267	503	1181	678	304	579	928	753	574	858
Cog8	406	950	407	805	1618	1251	452	946	1170	1483	861	1500
Coil	463	2198	471	1506	1831	3129	549	1742	1430	3724	1093	2623
Col10a1	22	53	35	28	38	53	35	20	36	36	55	23
Col11a1	24	136	119	161	76	153	85	189	69	216	222	311
Col11a2	5	16	12	20	39	13	7	21	30	12	10	25
Col12a1	3	71	0	57	12	62	0	55	12	84	2	84
Col13a1	34	63	152	169	129	50	292	196	114	71	477	266
Col14a1	5	35	20	39	15	33	12	50	19	32	32	60
Col15a1	1	0	1	5	15	5	1	1	11	2	3	3
