"seqnames" "start" "end" "RIP4" "RIP5" "RIP6" "RIP1" "RIP2" "RIP3" "GeneID"
"20680" "chrX" 19543353 19544137 48 51 46 167 77 116 "Uxt"
"20681" "chrX" 19543353 19544137 48 51 46 167 77 116 "Chst7"
"20682" "chrX" 19543353 19544137 48 51 46 167 77 116 "Slc9a7"
"20683" "chrX" 19546965 19547365 11 10 19 43 11 44 "Rp2h"
"20684" "chrX" 19546965 19547365 11 10 19 43 11 44 "Jade3"
"20685" "chrX" 19546965 19547365 11 10 19 43 11 44 "Ndufb11"
"20686" "chrX" 19546965 19547365 11 10 19 43 11 44 "Mir5617"
"20687" "chrX" 19546965 19547365 11 10 19 43 11 44 "Syn1"
"20688" "chrX" 19546965 19547365 11 10 19 43 11 44 "Cfp"
"20689" "chrX" 19546965 19547365 11 10 19 43 11 44 "Elk1"
"20690" "chrX" 19546965 19547365 11 10 19 43 11 44 "Uxt"
"20691" "chrX" 19546965 19547365 11 10 19 43 11 44 "Chst7"
"20692" "chrX" 19546965 19547365 11 10 19 43 11 44 "Slc9a7"
"20693" "chrX" 20037201 20037988 2 8 5 14 25 19 "Rp2h"
"20694" "chrX" 20037201 20037988 2 8 5 14 25 19 "Jade3"
"20695" "chrX" 20037201 20037988 2 8 5 14 25 19 "Ndufb11"
"20696" "chrX" 20037201 20037988 2 8 5 14 25 19 "Mir5617"
"20697" "chrX" 20037201 20037988 2 8 5 14 25 19 "Syn1"
"20698" "chrX" 20037201 20037988 2 8 5 14 25 19 "Cfp"
"20699" "chrX" 20037201 20037988 2 8 5 14 25 19 "Elk1"
"20700" "chrX" 20037201 20037988 2 8 5 14 25 19 "Uxt"
"20701" "chrX" 20037201 20037988 2 8 5 14 25 19 "Chst7"
"20702" "chrX" 20037201 20037988 2 8 5 14 25 19 "Slc9a7"
"20703" "chrX" 20094892 20095292 41 50 56 7 0 1 "Rgn"
"20704" "chrX" 20094892 20095292 41 50 56 7 0 1 "Rp2h"
"20705" "chrX" 20094892 20095292 41 50 56 7 0 1 "Jade3"
"20706" "chrX" 20094892 20095292 41 50 56 7 0 1 "Ndufb11"
"20707" "chrX" 20094892 20095292 41 50 56 7 0 1 "Mir5617"
"20708" "chrX" 20094892 20095292 41 50 56 7 0 1 "Syn1"
"20709" "chrX" 20094892 20095292 41 50 56 7 0 1 "Cfp"
"20710" "chrX" 20094892 20095292 41 50 56 7 0 1 "Elk1"
"20711" "chrX" 20094892 20095292 41 50 56 7 0 1 "Uxt"
"20712" "chrX" 20094892 20095292 41 50 56 7 0 1 "Chst7"
"20713" "chrX" 20094892 20095292 41 50 56 7 0 1 "Slc9a7"
"20714" "chrX" 20098992 20099392 92 85 71 6 7 8 "Rgn"
"20715" "chrX" 20098992 20099392 92 85 71 6 7 8 "Rp2h"
"20716" "chrX" 20098992 20099392 92 85 71 6 7 8 "Jade3"
"20717" "chrX" 20098992 20099392 92 85 71 6 7 8 "Ndufb11"
"20718" "chrX" 20098992 20099392 92 85 71 6 7 8 "Mir5617"
"20719" "chrX" 20098992 20099392 92 85 71 6 7 8 "Syn1"
"20720" "chrX" 20098992 20099392 92 85 71 6 7 8 "Cfp"
"20721" "chrX" 20098992 20099392 92 85 71 6 7 8 "Elk1"
"20722" "chrX" 20098992 20099392 92 85 71 6 7 8 "Uxt"
"20723" "chrX" 20098992 20099392 92 85 71 6 7 8 "Slc9a7"
"20724" "chrX" 20101231 20101631 154 179 169 14 20 11 "Rgn"
"20725" "chrX" 20101231 20101631 154 179 169 14 20 11 "Rp2h"
"20726" "chrX" 20101231 20101631 154 179 169 14 20 11 "Jade3"
"20727" "chrX" 20101231 20101631 154 179 169 14 20 11 "Ndufb11"
"20728" "chrX" 20101231 20101631 154 179 169 14 20 11 "Mir5617"
"20729" "chrX" 20101231 20101631 154 179 169 14 20 11 "Syn1"
"20730" "chrX" 20101231 20101631 154 179 169 14 20 11 "Cfp"
"20731" "chrX" 20101231 20101631 154 179 169 14 20 11 "Elk1"
"20732" "chrX" 20101231 20101631 154 179 169 14 20 11 "Uxt"
"20733" "chrX" 20101231 20101631 154 179 169 14 20 11 "Slc9a7"
"20734" "chrX" 20175470 20175870 61 60 92 2 2 10 "Rgn"
"20735" "chrX" 20175470 20175870 61 60 92 2 2 10 "Rp2h"
"20736" "chrX" 20175470 20175870 61 60 92 2 2 10 "Jade3"
"20737" "chrX" 20175470 20175870 61 60 92 2 2 10 "Ndufb11"
"20738" "chrX" 20175470 20175870 61 60 92 2 2 10 "Mir5617"
"20739" "chrX" 20175470 20175870 61 60 92 2 2 10 "Syn1"
"20740" "chrX" 20175470 20175870 61 60 92 2 2 10 "Cfp"
"20741" "chrX" 20175470 20175870 61 60 92 2 2 10 "Elk1"
"20742" "chrX" 20175470 20175870 61 60 92 2 2 10 "Uxt"
"20743" "chrX" 20175470 20175870 61 60 92 2 2 10 "Zfp182"
"20744" "chrX" 20175470 20175870 61 60 92 2 2 10 "Slc9a7"
"20745" "chrX" 20199606 20200225 155 203 209 28 10 19 "Rgn"
"20746" "chrX" 20199606 20200225 155 203 209 28 10 19 "Rp2h"
"20747" "chrX" 20199606 20200225 155 203 209 28 10 19 "Jade3"
"20748" "chrX" 20199606 20200225 155 203 209 28 10 19 "Ndufb11"
"20749" "chrX" 20199606 20200225 155 203 209 28 10 19 "Mir5617"
"20750" "chrX" 20199606 20200225 155 203 209 28 10 19 "Syn1"
"20751" "chrX" 20199606 20200225 155 203 209 28 10 19 "Cfp"
"20752" "chrX" 20199606 20200225 155 203 209 28 10 19 "Elk1"
"20753" "chrX" 20199606 20200225 155 203 209 28 10 19 "Uxt"
"20754" "chrX" 20199606 20200225 155 203 209 28 10 19 "Zfp182"
"20755" "chrX" 20199606 20200225 155 203 209 28 10 19 "Slc9a7"
"20756" "chrX" 20200406 20200806 69 103 100 9 5 11 "Rgn"
"20757" "chrX" 20200406 20200806 69 103 100 9 5 11 "Rp2h"
"20758" "chrX" 20200406 20200806 69 103 100 9 5 11 "Jade3"
"20759" "chrX" 20200406 20200806 69 103 100 9 5 11 "Ndufb11"
"20760" "chrX" 20200406 20200806 69 103 100 9 5 11 "Mir5617"
"20761" "chrX" 20200406 20200806 69 103 100 9 5 11 "Syn1"
"20762" "chrX" 20200406 20200806 69 103 100 9 5 11 "Cfp"
"20763" "chrX" 20200406 20200806 69 103 100 9 5 11 "Elk1"
"20764" "chrX" 20200406 20200806 69 103 100 9 5 11 "Uxt"
"20765" "chrX" 20200406 20200806 69 103 100 9 5 11 "Zfp182"
"20766" "chrX" 20200406 20200806 69 103 100 9 5 11 "Slc9a7"
"20767" "chrX" 20200874 20201274 31 68 57 8 5 3 "Rgn"
"20768" "chrX" 20200874 20201274 31 68 57 8 5 3 "Rp2h"
"20769" "chrX" 20200874 20201274 31 68 57 8 5 3 "Jade3"
"20770" "chrX" 20200874 20201274 31 68 57 8 5 3 "Ndufb11"
"20771" "chrX" 20200874 20201274 31 68 57 8 5 3 "Mir5617"
"20772" "chrX" 20200874 20201274 31 68 57 8 5 3 "Syn1"
"20773" "chrX" 20200874 20201274 31 68 57 8 5 3 "Cfp"
"20774" "chrX" 20200874 20201274 31 68 57 8 5 3 "Elk1"
"20775" "chrX" 20200874 20201274 31 68 57 8 5 3 "Uxt"
"20776" "chrX" 20200874 20201274 31 68 57 8 5 3 "Zfp182"
"20777" "chrX" 20200874 20201274 31 68 57 8 5 3 "Slc9a7"
"20778" "chrX" 20245177 20245577 50 45 62 2 4 15 "Rgn"
"20779" "chrX" 20245177 20245577 50 45 62 2 4 15 "Rp2h"
"20780" "chrX" 20245177 20245577 50 45 62 2 4 15 "Jade3"
"20781" "chrX" 20245177 20245577 50 45 62 2 4 15 "Ndufb11"
"20782" "chrX" 20245177 20245577 50 45 62 2 4 15 "Mir5617"
"20783" "chrX" 20245177 20245577 50 45 62 2 4 15 "Syn1"
"20784" "chrX" 20245177 20245577 50 45 62 2 4 15 "Cfp"
"20785" "chrX" 20245177 20245577 50 45 62 2 4 15 "Elk1"
"20786" "chrX" 20245177 20245577 50 45 62 2 4 15 "Uxt"
"20787" "chrX" 20245177 20245577 50 45 62 2 4 15 "Zfp182"
"20788" "chrX" 20245177 20245577 50 45 62 2 4 15 "Slc9a7"
"20789" "chrX" 20245928 20246328 79 71 83 4 2 4 "Rgn"
"20790" "chrX" 20245928 20246328 79 71 83 4 2 4 "Rp2h"
"20791" "chrX" 20245928 20246328 79 71 83 4 2 4 "Jade3"
"20792" "chrX" 20245928 20246328 79 71 83 4 2 4 "Ndufb11"
"20793" "chrX" 20245928 20246328 79 71 83 4 2 4 "Mir5617"
"20794" "chrX" 20245928 20246328 79 71 83 4 2 4 "Syn1"
"20795" "chrX" 20245928 20246328 79 71 83 4 2 4 "Cfp"
"20796" "chrX" 20245928 20246328 79 71 83 4 2 4 "Elk1"
"20797" "chrX" 20245928 20246328 79 71 83 4 2 4 "Uxt"
"20798" "chrX" 20245928 20246328 79 71 83 4 2 4 "Zfp182"
"20799" "chrX" 20245928 20246328 79 71 83 4 2 4 "Slc9a7"
"20800" "chrX" 20249443 20249843 15 27 21 0 1 1 "Rgn"
"20801" "chrX" 20249443 20249843 15 27 21 0 1 1 "Rp2h"
"20802" "chrX" 20249443 20249843 15 27 21 0 1 1 "Jade3"
"20803" "chrX" 20249443 20249843 15 27 21 0 1 1 "Ndufb11"
"20804" "chrX" 20249443 20249843 15 27 21 0 1 1 "Mir5617"
"20805" "chrX" 20249443 20249843 15 27 21 0 1 1 "Syn1"
"20806" "chrX" 20249443 20249843 15 27 21 0 1 1 "Cfp"
"20807" "chrX" 20249443 20249843 15 27 21 0 1 1 "Elk1"
"20808" "chrX" 20249443 20249843 15 27 21 0 1 1 "Uxt"
"20809" "chrX" 20249443 20249843 15 27 21 0 1 1 "Zfp182"
"20810" "chrX" 20249443 20249843 15 27 21 0 1 1 "Slc9a7"
"20811" "chrX" 20249937 20251312 418 476 489 36 37 51 "Rgn"
"20812" "chrX" 20249937 20251312 418 476 489 36 37 51 "Rp2h"
"20813" "chrX" 20249937 20251312 418 476 489 36 37 51 "Jade3"
"20814" "chrX" 20249937 20251312 418 476 489 36 37 51 "Ndufb11"
"20815" "chrX" 20249937 20251312 418 476 489 36 37 51 "Mir5617"
"20816" "chrX" 20249937 20251312 418 476 489 36 37 51 "Syn1"
"20817" "chrX" 20249937 20251312 418 476 489 36 37 51 "Cfp"
"20818" "chrX" 20249937 20251312 418 476 489 36 37 51 "Elk1"
"20819" "chrX" 20249937 20251312 418 476 489 36 37 51 "Uxt"
"20820" "chrX" 20249937 20251312 418 476 489 36 37 51 "Zfp182"
"20821" "chrX" 20249937 20251312 418 476 489 36 37 51 "Slc9a7"
"20822" "chrX" 20376910 20377310 91 95 111 168 211 168 "Rgn"
"20823" "chrX" 20376910 20377310 91 95 111 168 211 168 "Rbm10"
"20824" "chrX" 20376910 20377310 91 95 111 168 211 168 "Rp2h"
"20825" "chrX" 20376910 20377310 91 95 111 168 211 168 "Jade3"
"20826" "chrX" 20376910 20377310 91 95 111 168 211 168 "Ndufb11"
"20827" "chrX" 20376910 20377310 91 95 111 168 211 168 "Mir5617"
"20828" "chrX" 20376910 20377310 91 95 111 168 211 168 "Syn1"
"20829" "chrX" 20376910 20377310 91 95 111 168 211 168 "Cfp"
"20830" "chrX" 20376910 20377310 91 95 111 168 211 168 "Elk1"
"20831" "chrX" 20376910 20377310 91 95 111 168 211 168 "Uxt"
"20832" "chrX" 20376910 20377310 91 95 111 168 211 168 "Zfp182"
"20833" "chrX" 20382804 20383204 23 37 29 12 18 7 "Rgn"
"20834" "chrX" 20382804 20383204 23 37 29 12 18 7 "Rbm10"
"20835" "chrX" 20382804 20383204 23 37 29 12 18 7 "Rp2h"
"20836" "chrX" 20382804 20383204 23 37 29 12 18 7 "Jade3"
"20837" "chrX" 20382804 20383204 23 37 29 12 18 7 "Ndufb11"
"20838" "chrX" 20382804 20383204 23 37 29 12 18 7 "Mir5617"
"20839" "chrX" 20382804 20383204 23 37 29 12 18 7 "Syn1"
"20840" "chrX" 20382804 20383204 23 37 29 12 18 7 "Cfp"
"20841" "chrX" 20382804 20383204 23 37 29 12 18 7 "Elk1"
"20842" "chrX" 20382804 20383204 23 37 29 12 18 7 "Uxt"
"20843" "chrX" 20382804 20383204 23 37 29 12 18 7 "Zfp182"
"20844" "chrX" 20392211 20392611 25 43 34 39 60 40 "Rgn"
"20845" "chrX" 20392211 20392611 25 43 34 39 60 40 "Rbm10"
"20846" "chrX" 20392211 20392611 25 43 34 39 60 40 "Rp2h"
"20847" "chrX" 20392211 20392611 25 43 34 39 60 40 "Jade3"
"20848" "chrX" 20392211 20392611 25 43 34 39 60 40 "Ndufb11"
"20849" "chrX" 20392211 20392611 25 43 34 39 60 40 "Mir5617"
"20850" "chrX" 20392211 20392611 25 43 34 39 60 40 "Syn1"
"20851" "chrX" 20392211 20392611 25 43 34 39 60 40 "Cfp"
"20852" "chrX" 20392211 20392611 25 43 34 39 60 40 "Elk1"
"20853" "chrX" 20392211 20392611 25 43 34 39 60 40 "Uxt"
"20854" "chrX" 20392211 20392611 25 43 34 39 60 40 "Zfp182"
"20855" "chrX" 20516825 20517225 61 66 66 144 90 69 "Rgn"
"20856" "chrX" 20516825 20517225 61 66 66 144 90 69 "Rbm10"
"20857" "chrX" 20516825 20517225 61 66 66 144 90 69 "Uba1"
"20858" "chrX" 20516825 20517225 61 66 66 144 90 69 "Jade3"
"20859" "chrX" 20516825 20517225 61 66 66 144 90 69 "Ndufb11"
"20860" "chrX" 20516825 20517225 61 66 66 144 90 69 "Mir5617"
"20861" "chrX" 20516825 20517225 61 66 66 144 90 69 "Syn1"
"20862" "chrX" 20516825 20517225 61 66 66 144 90 69 "Cfp"
"20863" "chrX" 20516825 20517225 61 66 66 144 90 69 "Elk1"
"20864" "chrX" 20516825 20517225 61 66 66 144 90 69 "Uxt"
"20865" "chrX" 20516825 20517225 61 66 66 144 90 69 "Zfp182"
"20866" "chrX" 20704020 20704420 147 139 225 98 134 50 "Usp11"
"20867" "chrX" 20704020 20704420 147 139 225 98 134 50 "Araf"
"20868" "chrX" 20704020 20704420 147 139 225 98 134 50 "Timp1"
"20869" "chrX" 20704020 20704420 147 139 225 98 134 50 "A230072C01Rik"
"20870" "chrX" 20704020 20704420 147 139 225 98 134 50 "Mir5617"
"20871" "chrX" 20704020 20704420 147 139 225 98 134 50 "Syn1"
"20872" "chrX" 20704020 20704420 147 139 225 98 134 50 "Cfp"
"20873" "chrX" 20704020 20704420 147 139 225 98 134 50 "Elk1"
"20874" "chrX" 20704020 20704420 147 139 225 98 134 50 "Uxt"
"20875" "chrX" 20704020 20704420 147 139 225 98 134 50 "Zfp182"
"20876" "chrX" 20704020 20704420 147 139 225 98 134 50 "Zfp300"
"20877" "chrX" 20809673 20810073 27 41 47 67 50 62 "Araf"
"20878" "chrX" 20809673 20810073 27 41 47 67 50 62 "Timp1"
"20879" "chrX" 20809673 20810073 27 41 47 67 50 62 "A230072C01Rik"
"20880" "chrX" 20809673 20810073 27 41 47 67 50 62 "Mir5617"
"20881" "chrX" 20809673 20810073 27 41 47 67 50 62 "Syn1"
"20882" "chrX" 20809673 20810073 27 41 47 67 50 62 "Cfp"
"20883" "chrX" 20809673 20810073 27 41 47 67 50 62 "Elk1"
"20884" "chrX" 20809673 20810073 27 41 47 67 50 62 "Uxt"
"20885" "chrX" 20809673 20810073 27 41 47 67 50 62 "Zfp182"
"20886" "chrX" 20809673 20810073 27 41 47 67 50 62 "Zfp300"
"20887" "chrX" 21015167 21015567 10 22 10 31 38 34 "Spaca5"
"20888" "chrX" 21015167 21015567 10 22 10 31 38 34 "Gm5124"
"20889" "chrX" 21015167 21015567 10 22 10 31 38 34 "Agtr2"
"20890" "chrX" 21015167 21015567 10 22 10 31 38 34 "Zfp182"
"20891" "chrX" 21015167 21015567 10 22 10 31 38 34 "Zfp300"
"20892" "chrX" 21015167 21015567 10 22 10 31 38 34 "4930453H23Rik"
"20893" "chrX" 21015167 21015567 10 22 10 31 38 34 "Gm6938"
"20894" "chrX" 21015167 21015567 10 22 10 31 38 34 "Ppp1r2-ps7"
"20895" "chrX" 21015167 21015567 10 22 10 31 38 34 "Klhl13"
"20896" "chrX" 21015167 21015567 10 22 10 31 38 34 "Gm5934"
"20897" "chrX" 21020957 21021357 34 34 56 74 36 38 "Spaca5"
"20898" "chrX" 21020957 21021357 34 34 56 74 36 38 "Gm5124"
"20899" "chrX" 21020957 21021357 34 34 56 74 36 38 "Agtr2"
"20900" "chrX" 21020957 21021357 34 34 56 74 36 38 "Zfp182"
"20901" "chrX" 21020957 21021357 34 34 56 74 36 38 "Zfp300"
"20902" "chrX" 21020957 21021357 34 34 56 74 36 38 "4930453H23Rik"
"20903" "chrX" 21020957 21021357 34 34 56 74 36 38 "Gm6938"
"20904" "chrX" 21020957 21021357 34 34 56 74 36 38 "Ppp1r2-ps7"
"20905" "chrX" 21020957 21021357 34 34 56 74 36 38 "Klhl13"
"20906" "chrX" 21020957 21021357 34 34 56 74 36 38 "Gm5934"
"20907" "chrX" 21021542 21021942 37 40 70 61 35 66 "Spaca5"
"20908" "chrX" 21021542 21021942 37 40 70 61 35 66 "Gm5124"
"20909" "chrX" 21021542 21021942 37 40 70 61 35 66 "Agtr2"
"20910" "chrX" 21021542 21021942 37 40 70 61 35 66 "Zfp182"
"20911" "chrX" 21021542 21021942 37 40 70 61 35 66 "Zfp300"
"20912" "chrX" 21021542 21021942 37 40 70 61 35 66 "4930453H23Rik"
"20913" "chrX" 21021542 21021942 37 40 70 61 35 66 "Gm6938"
"20914" "chrX" 21021542 21021942 37 40 70 61 35 66 "Ppp1r2-ps7"
"20915" "chrX" 21021542 21021942 37 40 70 61 35 66 "Klhl13"
"20916" "chrX" 21021542 21021942 37 40 70 61 35 66 "Gm5934"
"20917" "chrX" 21022043 21022659 82 105 163 161 93 160 "Spaca5"
"20918" "chrX" 21022043 21022659 82 105 163 161 93 160 "Gm5124"
"20919" "chrX" 21022043 21022659 82 105 163 161 93 160 "Agtr2"
"20920" "chrX" 21022043 21022659 82 105 163 161 93 160 "Zfp182"
"20921" "chrX" 21022043 21022659 82 105 163 161 93 160 "Zfp300"
"20922" "chrX" 21022043 21022659 82 105 163 161 93 160 "4930453H23Rik"
"20923" "chrX" 21022043 21022659 82 105 163 161 93 160 "Gm6938"
"20924" "chrX" 21022043 21022659 82 105 163 161 93 160 "Ppp1r2-ps7"
"20925" "chrX" 21022043 21022659 82 105 163 161 93 160 "Klhl13"
"20926" "chrX" 21022043 21022659 82 105 163 161 93 160 "Gm5934"
"20927" "chrX" 21022712 21023112 126 159 181 216 241 208 "Spaca5"
"20928" "chrX" 21022712 21023112 126 159 181 216 241 208 "Gm5124"
"20929" "chrX" 21022712 21023112 126 159 181 216 241 208 "Agtr2"
"20930" "chrX" 21022712 21023112 126 159 181 216 241 208 "Zfp182"
"20931" "chrX" 21022712 21023112 126 159 181 216 241 208 "Zfp300"
"20932" "chrX" 21022712 21023112 126 159 181 216 241 208 "4930453H23Rik"
"20933" "chrX" 21022712 21023112 126 159 181 216 241 208 "Gm6938"
"20934" "chrX" 21022712 21023112 126 159 181 216 241 208 "Ppp1r2-ps7"
"20935" "chrX" 21022712 21023112 126 159 181 216 241 208 "Klhl13"
"20936" "chrX" 21022712 21023112 126 159 181 216 241 208 "Gm5934"
"20937" "chrX" 21029011 21029411 122 134 184 161 106 115 "Spaca5"
"20938" "chrX" 21029011 21029411 122 134 184 161 106 115 "Gm5124"
"20939" "chrX" 21029011 21029411 122 134 184 161 106 115 "Agtr2"
"20940" "chrX" 21029011 21029411 122 134 184 161 106 115 "Zfp182"
"20941" "chrX" 21029011 21029411 122 134 184 161 106 115 "Zfp300"
"20942" "chrX" 21029011 21029411 122 134 184 161 106 115 "4930453H23Rik"
"20943" "chrX" 21029011 21029411 122 134 184 161 106 115 "Gm6938"
"20944" "chrX" 21029011 21029411 122 134 184 161 106 115 "Ppp1r2-ps7"
"20945" "chrX" 21029011 21029411 122 134 184 161 106 115 "Klhl13"
"20946" "chrX" 21029011 21029411 122 134 184 161 106 115 "Gm5934"
"20947" "chrX" 21029011 21029411 122 134 184 161 106 115 "Gm4297"
"20948" "chrX" 21029556 21029956 260 295 387 320 229 187 "Spaca5"
"20949" "chrX" 21029556 21029956 260 295 387 320 229 187 "Gm5124"
"20950" "chrX" 21029556 21029956 260 295 387 320 229 187 "Agtr2"
"20951" "chrX" 21029556 21029956 260 295 387 320 229 187 "Zfp182"
"20952" "chrX" 21029556 21029956 260 295 387 320 229 187 "Zfp300"
"20953" "chrX" 21029556 21029956 260 295 387 320 229 187 "4930453H23Rik"
"20954" "chrX" 21029556 21029956 260 295 387 320 229 187 "Gm6938"
"20955" "chrX" 21029556 21029956 260 295 387 320 229 187 "Ppp1r2-ps7"
"20956" "chrX" 21029556 21029956 260 295 387 320 229 187 "Klhl13"
"20957" "chrX" 21029556 21029956 260 295 387 320 229 187 "Gm5934"
"20958" "chrX" 21029556 21029956 260 295 387 320 229 187 "Gm4297"
"20959" "chrX" 21030170 21030570 153 162 231 206 157 182 "Spaca5"
"20960" "chrX" 21030170 21030570 153 162 231 206 157 182 "Gm5124"
"20961" "chrX" 21030170 21030570 153 162 231 206 157 182 "Agtr2"
"20962" "chrX" 21030170 21030570 153 162 231 206 157 182 "Zfp182"
"20963" "chrX" 21030170 21030570 153 162 231 206 157 182 "Zfp300"
"20964" "chrX" 21030170 21030570 153 162 231 206 157 182 "4930453H23Rik"
"20965" "chrX" 21030170 21030570 153 162 231 206 157 182 "Gm6938"
"20966" "chrX" 21030170 21030570 153 162 231 206 157 182 "Ppp1r2-ps7"
"20967" "chrX" 21030170 21030570 153 162 231 206 157 182 "Klhl13"
"20968" "chrX" 21030170 21030570 153 162 231 206 157 182 "Gm5934"
"20969" "chrX" 21030170 21030570 153 162 231 206 157 182 "Gm4297"
"20970" "chrX" 21030922 21031322 169 212 231 257 212 209 "Spaca5"
"20971" "chrX" 21030922 21031322 169 212 231 257 212 209 "Gm5124"
"20972" "chrX" 21030922 21031322 169 212 231 257 212 209 "Agtr2"
"20973" "chrX" 21030922 21031322 169 212 231 257 212 209 "Zfp182"
"20974" "chrX" 21030922 21031322 169 212 231 257 212 209 "Zfp300"
"20975" "chrX" 21030922 21031322 169 212 231 257 212 209 "4930453H23Rik"
"20976" "chrX" 21030922 21031322 169 212 231 257 212 209 "Gm6938"
"20977" "chrX" 21030922 21031322 169 212 231 257 212 209 "Ppp1r2-ps7"
"20978" "chrX" 21030922 21031322 169 212 231 257 212 209 "Klhl13"
"20979" "chrX" 21030922 21031322 169 212 231 257 212 209 "Gm5934"
"20980" "chrX" 21030922 21031322 169 212 231 257 212 209 "Gm4297"
"20981" "chrX" 21082135 21082535 13 16 25 81 50 26 "Slc6a14"
"20982" "chrX" 21082135 21082535 13 16 25 81 50 26 "Gm5124"
"20983" "chrX" 21082135 21082535 13 16 25 81 50 26 "Agtr2"
"20984" "chrX" 21082135 21082535 13 16 25 81 50 26 "Zfp300"
"20985" "chrX" 21082135 21082535 13 16 25 81 50 26 "4930453H23Rik"
"20986" "chrX" 21082135 21082535 13 16 25 81 50 26 "Gm6938"
"20987" "chrX" 21082135 21082535 13 16 25 81 50 26 "Ppp1r2-ps7"
"20988" "chrX" 21082135 21082535 13 16 25 81 50 26 "Klhl13"
"20989" "chrX" 21082135 21082535 13 16 25 81 50 26 "Gm5934"
"20990" "chrX" 21082135 21082535 13 16 25 81 50 26 "Gm4297"
"20991" "chrX" 21082135 21082535 13 16 25 81 50 26 "Gm5935"
"20992" "chrX" 21093494 21094066 28 30 28 20 29 14 "Slc6a14"
"20993" "chrX" 21093494 21094066 28 30 28 20 29 14 "Gm5124"
"20994" "chrX" 21093494 21094066 28 30 28 20 29 14 "Agtr2"
"20995" "chrX" 21093494 21094066 28 30 28 20 29 14 "4930453H23Rik"
"20996" "chrX" 21093494 21094066 28 30 28 20 29 14 "Gm6938"
"20997" "chrX" 21093494 21094066 28 30 28 20 29 14 "Ppp1r2-ps7"
"20998" "chrX" 21093494 21094066 28 30 28 20 29 14 "Klhl13"
"20999" "chrX" 21093494 21094066 28 30 28 20 29 14 "Gm5934"
"21000" "chrX" 21093494 21094066 28 30 28 20 29 14 "Gm4297"
"21001" "chrX" 21093494 21094066 28 30 28 20 29 14 "Gm5935"
"21002" "chrX" 21153101 21153501 6 7 7 12 9 7 "Slc6a14"
"21003" "chrX" 21153101 21153501 6 7 7 12 9 7 "Gm5124"
"21004" "chrX" 21153101 21153501 6 7 7 12 9 7 "Agtr2"
"21005" "chrX" 21153101 21153501 6 7 7 12 9 7 "4930453H23Rik"
"21006" "chrX" 21153101 21153501 6 7 7 12 9 7 "Gm6938"
"21007" "chrX" 21153101 21153501 6 7 7 12 9 7 "Ppp1r2-ps7"
"21008" "chrX" 21153101 21153501 6 7 7 12 9 7 "Klhl13"
"21009" "chrX" 21153101 21153501 6 7 7 12 9 7 "Gm5934"
"21010" "chrX" 21153101 21153501 6 7 7 12 9 7 "Gm4297"
"21011" "chrX" 21153101 21153501 6 7 7 12 9 7 "Gm5935"
"21012" "chrX" 21153678 21154078 2 10 4 10 4 0 "Slc6a14"
"21013" "chrX" 21153678 21154078 2 10 4 10 4 0 "Gm5124"
"21014" "chrX" 21153678 21154078 2 10 4 10 4 0 "Agtr2"
"21015" "chrX" 21153678 21154078 2 10 4 10 4 0 "4930453H23Rik"
"21016" "chrX" 21153678 21154078 2 10 4 10 4 0 "Gm6938"
"21017" "chrX" 21153678 21154078 2 10 4 10 4 0 "Ppp1r2-ps7"
"21018" "chrX" 21153678 21154078 2 10 4 10 4 0 "Klhl13"
"21019" "chrX" 21153678 21154078 2 10 4 10 4 0 "Gm5934"
"21020" "chrX" 21153678 21154078 2 10 4 10 4 0 "Gm4297"
"21021" "chrX" 21153678 21154078 2 10 4 10 4 0 "Gm5935"
"21022" "chrX" 21228717 21229117 6 20 19 27 30 21 "Slc6a14"
"21023" "chrX" 21228717 21229117 6 20 19 27 30 21 "Gm5124"
"21024" "chrX" 21228717 21229117 6 20 19 27 30 21 "Agtr2"
"21025" "chrX" 21228717 21229117 6 20 19 27 30 21 "Gm6938"
"21026" "chrX" 21228717 21229117 6 20 19 27 30 21 "Ppp1r2-ps7"
"21027" "chrX" 21228717 21229117 6 20 19 27 30 21 "Klhl13"
"21028" "chrX" 21228717 21229117 6 20 19 27 30 21 "Gm5934"
"21029" "chrX" 21228717 21229117 6 20 19 27 30 21 "Gm4297"
"21030" "chrX" 21228717 21229117 6 20 19 27 30 21 "Gm5935"
"21031" "chrX" 21228717 21229117 6 20 19 27 30 21 "Gm5169"
"21032" "chrX" 21229445 21230911 56 44 60 104 66 73 "Slc6a14"
"21033" "chrX" 21229445 21230911 56 44 60 104 66 73 "Gm5124"
"21034" "chrX" 21229445 21230911 56 44 60 104 66 73 "Agtr2"
"21035" "chrX" 21229445 21230911 56 44 60 104 66 73 "Gm6938"
"21036" "chrX" 21229445 21230911 56 44 60 104 66 73 "Ppp1r2-ps7"
"21037" "chrX" 21229445 21230911 56 44 60 104 66 73 "Klhl13"
"21038" "chrX" 21229445 21230911 56 44 60 104 66 73 "Gm5934"
"21039" "chrX" 21229445 21230911 56 44 60 104 66 73 "Gm4297"
"21040" "chrX" 21229445 21230911 56 44 60 104 66 73 "Gm5935"
"21041" "chrX" 21229445 21230911 56 44 60 104 66 73 "Gm5169"
"21042" "chrX" 21231426 21232156 31 34 23 41 42 34 "Slc6a14"
"21043" "chrX" 21231426 21232156 31 34 23 41 42 34 "Gm5124"
"21044" "chrX" 21231426 21232156 31 34 23 41 42 34 "Agtr2"
